Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,44.218,44.94,45.662,44.9044,44.1468,43.3892,42.6316,41.874,41.6992,41.5244,41.3496,41.1748,41,40.9598,40.9196,40.8794,40.8392,40.799,42.2192,43.6394,45.0596,46.4798,47.9,51.448,54.996,58.544,62.092,65.64,68.5254,71.4108,74.2962,77.1816,80.067,74.032,67.997,61.962,55.927,49.892,46.3922,42.8924,39.3926,35.8928,32.393,31.4714,30.5498,29.6282,28.7066,27.785,27.1964,26.6078,26.0192,25.4306,24.842,24.1716,23.5012,22.8308,22.1604,21.49,20.886,20.282,19.678,
American Samoa,ASM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,179.913,178.27,176.627,174.1624,171.6978,169.2332,166.7686,164.304,158.2248,152.1456,146.0664,139.9872,133.908,127.7816,121.6552,115.5288,109.4024,103.276,102.3696,101.4632,100.5568,99.6504,98.744,95.6568,92.5696,89.4824,86.3952,83.308,81.0046,78.7012,76.3978,74.0944,71.791,70.5096,69.2282,67.9468,66.6654,65.384,64.2476,63.1112,61.9748,60.8384,59.702,57.9936,56.2852,54.5768,52.8684,51.16,50.328,49.496,48.664,47.832,47,46.1564,45.3128,44.4692,43.6256,42.782,41.831,40.88,39.929,
Australia,AUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,44.8286,45.0668,45.305,45.9764,46.6478,47.3192,47.9906,48.662,48.6296,48.5972,48.5648,48.5324,48.5,45.1672,41.8344,38.5016,35.1688,31.836,30.687,29.538,28.389,27.24,26.091,25.0928,24.0946,23.0964,22.0982,21.1,21.055,21.01,20.965,20.92,20.875,20.5906,20.3062,20.0218,19.7374,19.453,18.9462,18.4394,17.9326,17.4258,16.919,16.9552,16.9914,17.0276,17.0638,17.1,16.1404,15.1808,14.2212,13.2616,12.302,12.1846,12.0672,11.9498,11.8324,11.715,11.3258,10.9366,10.5474,
Austria,AUT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,48.3914,50.8922,53.393,54.8498,56.3066,57.7634,59.2202,60.677,59.5646,58.4522,57.3398,56.2274,55.115,51.7388,48.3626,44.9864,41.6102,38.234,36.6126,34.9912,33.3698,31.7484,30.127,28.3784,26.6298,24.8812,23.1326,21.384,21.185,20.986,20.787,20.588,20.389,19.269,18.149,17.029,15.909,14.789,14.5004,14.2118,13.9232,13.6346,13.346,12.9022,12.4584,12.0146,11.5708,11.127,10.5944,10.0618,9.5292,8.9966,8.464,8.2392,8.0144,7.7896,7.5648,7.34,7.0444,6.7488,6.4532,
Azerbaijan,AZE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,45.4712,44.9296,44.388,45.185,45.982,46.779,47.576,48.373,44.9196,41.4662,38.0128,34.5594,31.106,28.7776,26.4492,24.1208,21.7924,19.464,19.4256,19.3872,19.3488,19.3104,19.272,20.5542,21.8364,23.1186,24.4008,25.683,28.0528,30.4226,32.7924,35.1622,37.532,38.492,39.452,40.412,41.372,42.332,40.3902,38.4484,36.5066,34.5648,32.623,33.7954,34.9678,36.1402,37.3126,38.485,40.636,42.787,44.938,47.089,49.24,50.5596,51.8792,53.1988,54.5184,55.838,56.4976,57.1572,57.8168,
Burundi,BDI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,91.1948,91.4224,91.65,91.8288,92.0076,92.1864,92.3652,92.544,92.3304,92.1168,91.9032,91.6896,91.476,91.2368,90.9976,90.7584,90.5192,90.28,89.6408,89.0016,88.3624,87.7232,87.084,86.0792,85.0744,84.0696,83.0648,82.06,82.601,83.142,83.683,84.224,84.765,83.604,82.443,81.282,80.121,78.96,78.062,77.164,76.266,75.368,74.47,72.6116,70.7532,68.8948,67.0364,65.178,64.2804,63.3828,62.4852,61.5876,60.69,59.67,58.65,57.63,56.61,55.59,54.7516,53.9132,53.0748,
Belgium,BEL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,27.1146,28.2988,29.483,29.719,29.955,30.191,30.427,30.663,30.799,30.935,31.071,31.207,31.343,29.926,28.509,27.092,25.675,24.258,22.6378,21.0176,19.3974,17.7772,16.157,15.2026,14.2482,13.2938,12.3394,11.385,11.2718,11.1586,11.0454,10.9322,10.819,10.6906,10.5622,10.4338,10.3054,10.177,10.3316,10.4862,10.6408,10.7954,10.95,10.766,10.582,10.398,10.214,10.03,9.2298,8.4296,7.6294,6.8292,6.029,5.7534,5.4778,5.2022,4.9266,4.651,4.5704,4.4898,4.4092,
Benin,BEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,85.7628,86.6854,87.608,88.0576,88.5072,88.9568,89.4064,89.856,90.4374,91.0188,91.6002,92.1816,92.763,94.3064,95.8498,97.3932,98.9366,100.48,102.795,105.11,107.425,109.74,112.055,114.264,116.473,118.682,120.891,123.1,123.8332,124.5664,125.2996,126.0328,126.766,125.9774,125.1888,124.4002,123.6116,122.823,121.3902,119.9574,118.5246,117.0918,115.659,114.263,112.867,111.471,110.075,108.679,106.2162,103.7534,101.2906,98.8278,96.365,94.3112,92.2574,90.2036,88.1498,86.096,84.0364,81.9768,79.9172,
Burkina Faso,BFA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,184.6466,182.8298,181.013,180,178.987,177.974,176.961,175.948,174.5826,173.2172,171.8518,170.4864,169.121,168.6388,168.1566,167.6744,167.1922,166.71,165.4536,164.1972,162.9408,161.6844,160.428,158.3778,156.3276,154.2774,152.2272,150.177,149.106,148.035,146.964,145.893,144.822,144.379,143.936,143.493,143.05,142.607,141.506,140.405,139.304,138.203,137.102,135.6118,134.1216,132.6314,131.1412,129.651,126.8024,123.9538,121.1052,118.2566,115.408,113.1922,110.9764,108.7606,106.5448,104.329,102.0658,99.8026,97.5394,
Bangladesh,BGD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,204.0016,205.1018,206.202,206.9088,207.6156,208.3224,209.0292,209.736,208.5898,207.4436,206.2974,205.1512,204.005,202.8922,201.7794,200.6666,199.5538,198.441,196.4624,194.4838,192.5052,190.5266,188.548,184.779,181.01,177.241,173.472,169.703,164.4558,159.2086,153.9614,148.7142,143.467,139.0954,134.7238,130.3522,125.9806,121.609,118.4906,115.3722,112.2538,109.1354,106.017,103.6338,101.2506,98.8674,96.4842,94.101,93.0018,91.9026,90.8034,89.7042,88.605,87.4764,86.3478,85.2192,84.0906,82.962,82.3128,81.6636,81.0144,
Bulgaria,BGR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,67.663,68.919,70.175,70.0762,69.9774,69.8786,69.7798,69.681,70.0012,70.3214,70.6416,70.9618,71.282,72.5114,73.7408,74.9702,76.1996,77.429,77.9108,78.3926,78.8744,79.3562,79.838,79.021,78.204,77.387,76.57,75.753,73.9452,72.1374,70.3296,68.5218,66.714,63.021,59.328,55.635,51.942,48.249,47.102,45.955,44.808,43.661,42.514,43.2528,43.9916,44.7304,45.4692,46.208,45.7176,45.2272,44.7368,44.2464,43.756,42.9768,42.1976,41.4184,40.6392,39.86,39.3266,38.7932,38.2598,
Bahrain,BHR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,88.455,88.954,89.453,88.954,88.455,87.956,87.457,86.958,84.4128,81.8676,79.3224,76.7772,74.232,72.4354,70.6388,68.8422,67.0456,65.249,62.5222,59.7954,57.0686,54.3418,51.615,47.8004,43.9858,40.1712,36.3566,32.542,30.4958,28.4496,26.4034,24.3572,22.311,21.6048,20.8986,20.1924,19.4862,18.78,18.381,17.982,17.583,17.184,16.785,16.3854,15.9858,15.5862,15.1866,14.787,14.6282,14.4694,14.3106,14.1518,13.993,13.868,13.743,13.618,13.493,13.368,13.239,13.11,12.981,
"Bahamas, The",BHS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,91.8424,92.6312,93.42,89.6002,85.7804,81.9606,78.1408,74.321,76.4092,78.4974,80.5856,82.6738,84.762,86.0724,87.3828,88.6932,90.0036,91.314,90.1788,89.0436,87.9084,86.7732,85.638,82.4696,79.3012,76.1328,72.9644,69.796,69.7654,69.7348,69.7042,69.6736,69.643,68.0948,66.5466,64.9984,63.4502,61.902,58.342,54.782,51.222,47.662,44.102,43.1744,42.2468,41.3192,40.3916,39.464,38.1306,36.7972,35.4638,34.1304,32.797,32.2378,31.6786,31.1194,30.5602,30.001,29.2254,28.4498,27.6742,
Bosnia and Herzegovina,BIH,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,42.9812,44.7526,46.524,47.862,49.2,50.538,51.876,53.214,52.7768,52.3396,51.9024,51.4652,51.028,49.7508,48.4736,47.1964,45.9192,44.642,43.009,41.376,39.743,38.11,36.477,36.5556,36.6342,36.7128,36.7914,36.87,34.6132,32.3564,30.0996,27.8428,25.586,25.5168,25.4476,25.3784,25.3092,25.24,23.9656,22.6912,21.4168,20.1424,18.868,18.3324,17.7968,17.2612,16.7256,16.19,15.3634,14.5368,13.7102,12.8836,12.057,11.574,11.091,10.608,10.125,9.642,9.149,8.656,8.163,
Belarus,BLR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,16.57,16.819,17.068,17.1628,17.2576,17.3524,17.4472,17.542,18.872,20.202,21.532,22.862,24.192,25.265,26.338,27.411,28.484,29.557,30.2236,30.8902,31.5568,32.2234,32.89,33.869,34.848,35.827,36.806,37.785,39.0752,40.3654,41.6556,42.9458,44.236,41.993,39.75,37.507,35.264,33.021,31.275,29.529,27.783,26.037,24.291,23.8958,23.5006,23.1054,22.7102,22.315,22.1266,21.9382,21.7498,21.5614,21.373,19.9998,18.6266,17.2534,15.8802,14.507,13.7516,12.9962,12.2408,
Belize,BLZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,181.72,181.16,180.6,180.04,179.48,178.92,178.36,177.8,177.24,176.68,176.12,175.56,175,174.72,174.44,174.16,173.88,173.6,169.12,164.64,160.16,155.68,151.2,147.28,143.36,139.44,135.52,131.6,129.6232,127.6464,125.6696,123.6928,121.716,118.6248,115.5336,112.4424,109.3512,106.26,103.2454,100.2308,97.2162,94.2016,91.187,88.6808,86.1746,83.6684,81.1622,78.656,77.4606,76.2652,75.0698,73.8744,72.679,71.8406,71.0022,70.1638,69.3254,68.487,68.049,67.611,67.173,
Bermuda,BMU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,102.937,103.261,103.585,103.547,103.509,103.471,103.433,103.395,103.3186,103.2422,103.1658,103.0894,103.013,102.7142,102.4154,102.1166,101.8178,101.519,100.8018,100.0846,99.3674,98.6502,97.933,97.6186,97.3042,96.9898,96.6754,96.361,95.5148,94.6686,93.8224,92.9762,92.13,91.2548,90.3796,89.5044,88.6292,87.754,87.3452,86.9364,86.5276,86.1188,85.71,84.9532,84.1964,83.4396,82.6828,81.926,80.1186,78.3112,76.5038,74.6964,72.889,71.2912,69.6934,68.0956,66.4978,64.9,63.9042,62.9084,61.9126,
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,89.8818,89.7404,89.599,88.102,86.605,85.108,83.611,82.114,80.4488,78.7836,77.1184,75.4532,73.788,73.808,73.828,73.848,73.868,73.888,75.0802,76.2724,77.4646,78.6568,79.849,80.2314,80.6138,80.9962,81.3786,81.761,82.1542,82.5474,82.9406,83.3338,83.727,83.834,83.941,84.048,84.155,84.262,83.578,82.894,82.21,81.526,80.842,78.904,76.966,75.028,73.09,71.152,69.7322,68.3124,66.8926,65.4728,64.053,63.0646,62.0762,61.0878,60.0994,59.111,57.8858,56.6606,55.4354,
Barbados,BRB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,124.927,121.552,118.177,114.5556,110.9342,107.3128,103.6914,100.07,98.554,97.038,95.522,94.006,92.49,87.9342,83.3784,78.8226,74.2668,69.711,69.9228,70.1346,70.3464,70.5582,70.77,66.6038,62.4376,58.2714,54.1052,49.939,51.5326,53.1262,54.7198,56.3134,57.907,56.7314,55.5558,54.3802,53.2046,52.029,51.7264,51.4238,51.1212,50.8186,50.516,49.8788,49.2416,48.6044,47.9672,47.33,46.4058,45.4816,44.5574,43.6332,42.709,40.8772,39.0454,37.2136,35.3818,33.55,31.1302,28.7104,26.2906,
Brunei Darussalam,BRN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,90.184,89.575,88.966,86.9242,84.8824,82.8406,80.7988,78.757,77.7342,76.7114,75.6886,74.6658,73.643,70.887,68.131,65.375,62.619,59.863,57.4874,55.1118,52.7362,50.3606,47.985,46.6694,45.3538,44.0382,42.7226,41.407,40.7802,40.1534,39.5266,38.8998,38.273,36.392,34.511,32.63,30.749,28.868,28.4038,27.9396,27.4754,27.0112,26.547,24.849,23.151,21.453,19.755,18.057,17.3338,16.6106,15.8874,15.1642,14.441,13.6072,12.7734,11.9396,11.1058,10.272,9.7116,9.1512,8.5908,
Bhutan,BTN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,108.9904,108.7602,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.3352,108.1404,107.9456,107.7508,107.556,107.5468,107.5376,107.5284,107.5192,107.51,106.198,104.886,103.574,102.262,100.95,98.5936,96.2372,93.8808,91.5244,89.168,85.1654,81.1628,77.1602,73.1576,69.155,64.9028,60.6506,56.3984,52.1462,47.894,43.913,39.932,35.951,31.97,27.989,26.428,24.867,23.306,21.745,20.184,18.895,17.606,16.317,
Botswana,BWA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,161.1488,161.3584,161.568,161.6372,161.7064,161.7756,161.8448,161.914,160.7748,159.6356,158.4964,157.3572,156.218,155.18,154.142,153.104,152.066,151.028,149.5678,148.1076,146.6474,145.1872,143.727,139.409,135.091,130.773,126.455,122.137,116.7394,111.3418,105.9442,100.5466,95.149,90.185,85.221,80.257,75.293,70.329,66.6114,62.8938,59.1762,55.4586,51.741,51.1248,50.5086,49.8924,49.2762,48.66,48.558,48.456,48.354,48.252,48.15,47.7322,47.3144,46.8966,46.4788,46.061,45.358,44.655,43.952,
Central African Republic,CAF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,173.3156,174.2058,175.096,175.3928,175.6896,175.9864,176.2832,176.58,176.58,176.58,176.58,176.58,176.58,175.6212,174.6624,173.7036,172.7448,171.786,170.6204,169.4548,168.2892,167.1236,165.958,164.8034,163.6488,162.4942,161.3396,160.185,159.099,158.013,156.927,155.841,154.755,153.9406,153.1262,152.3118,151.4974,150.683,150.14,149.597,149.054,148.511,147.968,147.1534,146.3388,145.5242,144.7096,143.895,142.809,141.723,140.637,139.551,138.465,136.5868,134.7086,132.8304,130.9522,129.074,126.9636,124.8532,122.7428,
Canada,CAN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,55.6252,54.8606,54.096,52.2866,50.4772,48.6678,46.8584,45.049,43.4768,41.9046,40.3324,38.7602,37.188,35.7922,34.3964,33.0006,31.6048,30.209,29.1472,28.0854,27.0236,25.9618,24.9,24.5676,24.2352,23.9028,23.5704,23.238,23.6186,23.9992,24.3798,24.7604,25.141,24.1362,23.1314,22.1266,21.1218,20.117,19.0226,17.9282,16.8338,15.7394,14.645,14.4514,14.2578,14.0642,13.8706,13.677,13.2404,12.8038,12.3672,11.9306,11.494,10.8726,10.2512,9.6298,9.0084,8.387,8.0346,7.6822,7.3298,
Central Europe and the Baltics,CEB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,46.09901017,45.42164586,44.70212933,44.96322882,45.19053853,45.41097952,45.65002805,45.90480221,45.68139746,45.42956182,45.17215834,44.84361634,44.4704095,45.82491146,47.18918171,48.58332934,50.01267972,51.41723899,50.64191816,49.99366221,49.48582552,49.05545631,48.69552198,48.49498593,48.18559162,47.71936063,47.13126063,46.42997998,44.96448634,43.49048913,42.03701211,40.59176431,39.18536979,36.68970627,34.19426424,31.68818478,29.17894982,26.64341616,25.58856255,24.59247322,23.71076827,22.77679163,21.91032859,22.37301333,22.82144916,23.18136066,23.37998105,23.41554772,22.65794477,21.99980864,21.4866074,21.02007794,20.62863773,20.42772224,20.24953678,20.06564262,19.86872478,19.67929429,19.43656744,19.18059235,18.90801699,
Switzerland,CHE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,18.0118,18.7704,19.529,20.0324,20.5358,21.0392,21.5426,22.046,21.554,21.062,20.57,20.078,19.586,17.9444,16.3028,14.6612,13.0196,11.378,10.8686,10.3592,9.8498,9.3404,8.831,8.3266,7.8222,7.3178,6.8134,6.309,6.3566,6.4042,6.4518,6.4994,6.547,6.3756,6.2042,6.0328,5.8614,5.69,5.6204,5.5508,5.4812,5.4116,5.342,5.1734,5.0048,4.8362,4.6676,4.499,4.2998,4.1006,3.9014,3.7022,3.503,3.355,3.207,3.059,2.911,2.763,2.6438,2.5246,2.4054,
Channel Islands,CHI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,26.7686,27.5188,28.269,27.8276,27.3862,26.9448,26.5034,26.062,24.9498,23.8376,22.7254,21.6132,20.501,19.7618,19.0226,18.2834,17.5442,16.805,16.6196,16.4342,16.2488,16.0634,15.878,16.114,16.35,16.586,16.822,17.058,17.1096,17.1612,17.2128,17.2644,17.316,16.9716,16.6272,16.2828,15.9384,15.594,14.948,14.302,13.656,13.01,12.364,12.075,11.786,11.497,11.208,10.919,10.4878,10.0566,9.6254,9.1942,8.763,8.3832,8.0034,7.6236,7.2438,6.864,6.6386,6.4132,6.1878,
Chile,CHL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,81.7476,82.2448,82.742,83.124,83.506,83.888,84.27,84.652,84.2054,83.7588,83.3122,82.8656,82.419,81.3184,80.2178,79.1172,78.0166,76.916,74.0248,71.1336,68.2424,65.3512,62.46,62.4778,62.4956,62.5134,62.5312,62.549,63.736,64.923,66.11,67.297,68.484,67.8598,67.2356,66.6114,65.9872,65.363,63.6964,62.0298,60.3632,58.6966,57.03,56.6368,56.2436,55.8504,55.4572,55.064,54.8116,54.5592,54.3068,54.0544,53.802,51.252,48.702,46.152,43.602,41.052,40.1384,39.2248,38.3112,
