Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,360,400,470,520,560,590,610,660,710,800,960,1180,1540,2020,2760,3600,3340,3470,3530,3880,4110,4140,4010,3760,3950,4240,4660,4220,
American Samoa,ASM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,1740,2180,2430,2470,2690,3170,3610,3970,4880,6040,6450,6820,7230,7470,7960,8450,8140,8700,9080,9270,9610,10100,9850,9660,10530,11450,12420,13810,15090,15250,13600,12690,12370,12780,12620,12760,12850,13580,14320,15880,16420,13750,
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1870,1970,2110,2270,2350,2540,2730,2980,3270,3470,3890,4650,5950,7220,7870,8080,8470,9600,10830,11870,12080,11590,12030,12010,12300,12550,14120,15590,17330,18220,18540,18900,18860,19290,20480,21930,21780,21440,21130,20160,20030,21170,25570,30390,34150,37340,42360,44050,46690,50380,60260,66050,65180,60490,54090,51480,53070,54910,53680,
Austria,AUT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1060,1140,1240,1340,1470,1560,1680,1850,2070,2320,2760,3580,4650,5540,5980,6660,7540,9620,11460,11180,10380,9600,9270,9360,10820,13810,18070,19300,20630,21810,24520,24870,26140,28190,30090,29560,27970,27080,26810,25320,25030,28100,33850,38770,41500,44540,49210,49150,49750,50700,50100,50720,50390,47480,46240,45040,49010,51010,48360,
Azerbaijan,AZE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,180,240,410,510,600,630,680,740,840,960,1290,1920,2730,3890,4820,5410,5570,6480,7450,7740,6610,4790,4110,4080,4510,4480,
Burundi,BDI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,70,80,80,70,60,50,50,50,70,70,70,80,100,110,120,140,150,180,220,250,240,230,220,240,250,260,250,230,220,220,210,180,160,150,140,150,150,140,130,130,130,120,120,140,150,170,190,200,220,230,250,260,260,260,260,260,250,240,230,
Belgium,BEL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1450,1530,1670,1800,1950,2100,2270,2510,2790,3080,3640,4690,6000,6910,7580,8220,9560,11730,13980,13190,11180,9430,8860,8820,10170,13090,17010,18030,19310,20580,23170,23410,25090,27070,28550,28450,26530,25980,25890,24460,24060,27100,32910,37780,39940,42740,46570,46980,47080,46490,47130,47900,47820,45570,43400,42520,46070,48060,45800,
Benin,BEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,90,100,110,110,110,120,120,120,120,120,130,160,190,200,210,230,250,310,390,410,360,290,270,260,270,310,360,340,370,380,370,380,330,360,350,380,370,410,480,530,530,600,730,820,860,920,1030,1090,1080,1090,1120,1220,1270,1180,1110,1090,1200,1250,1280,
Burkina Faso,BFA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,80,80,80,80,80,90,90,90,90,90,90,110,140,160,170,170,200,250,300,300,280,240,210,210,240,270,330,330,330,360,370,360,280,250,250,250,250,270,270,280,270,320,390,460,490,510,570,610,650,680,730,770,760,700,680,670,750,770,770,
Bangladesh,BGD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,120,160,210,200,170,170,190,230,260,250,230,220,230,250,280,290,300,320,320,330,320,320,340,370,400,420,420,440,440,440,460,510,550,570,610,660,730,800,890,970,1040,1110,1220,1370,1520,1750,1930,2030,
Bulgaria,BGR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,2360,2090,2010,1950,2190,2720,3110,2830,2250,1620,1430,1250,1240,1520,1590,1460,1440,1480,1660,1770,1970,2370,3060,3800,4300,4820,6070,6680,7010,7260,7490,7590,7700,7430,7400,7610,8530,9500,9630,
Bahrain,BHR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,8520,9150,9310,7900,7230,7700,7800,7660,9070,9800,9890,10030,9680,10380,10790,10310,10070,9870,10940,11500,12060,12940,14570,16550,17890,19660,20860,18830,18970,18160,22010,23790,24070,22580,21570,21250,22000,22230,19900,
"Bahamas, The",BHS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1550,1650,1760,1900,2040,2230,2450,2760,2920,3110,3190,3740,3840,4640,3120,3360,3720,5200,6050,5790,6360,6640,7700,8510,9400,10800,11710,12440,11870,11330,11550,11310,11600,14260,15930,15180,16810,24150,26360,26560,27190,27770,29270,30570,30760,31090,30960,29010,28370,28030,28550,27490,28110,28670,29020,30090,31150,32260,26070,
Bosnia and Herzegovina,BIH,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,1010,1330,1400,1540,1620,1750,2030,2700,3060,3410,3920,4730,4970,4960,5010,4990,5270,5300,5210,5130,5120,5750,6180,6080,
Belarus,BLR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1600,1460,1370,1450,1540,1560,1410,1380,1300,1380,1630,2170,2820,3510,4310,5470,5660,6150,6340,6630,7030,7620,6750,5640,5320,5730,6370,6360,
Belize,BLZ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,330,340,350,370,390,420,420,420,420,450,520,600,730,840,800,850,930,1120,1420,1430,1290,1150,1160,1200,1350,1610,1870,2080,2260,2420,2680,2790,2780,2860,2880,2890,2780,2880,3150,3130,3200,3420,3560,3620,3740,3670,3880,4050,3880,4050,4100,4180,4260,4400,4340,4420,4620,4690,4110,
Bermuda,BMU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103480,101610,100100,101760,99920,101120,103620,112940,117000,117740,112240,
Bolivia,BOL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,550,580,650,760,820,900,860,840,850,840,740,720,710,720,720,740,770,790,810,850,900,950,990,980,980,950,920,910,950,1020,1110,1220,1480,1620,1780,2000,2250,2590,2830,2960,3040,3090,3370,3520,3180,
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,270,320,380,420,450,510,590,730,960,1180,1400,1520,1710,2000,2180,2120,2060,1780,1680,1550,1750,2030,2310,2490,2350,2390,2340,2310,2670,3430,4350,5020,4840,4120,3930,3350,3100,2990,3350,4000,4850,6190,7620,8320,9650,11080,12310,12790,12120,10190,8920,8700,9170,9270,7850,
Barbados,BRB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,5910,6690,7430,7860,7600,7570,7460,7690,8010,8340,8700,9050,9420,9820,10780,10630,10650,11300,12290,13240,14220,15530,16180,15730,15540,15050,15720,15660,15630,15740,15920,16070,16700,17380,14350,
Brunei Darussalam,BRN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12090,12460,13580,15160,15030,15090,15680,16210,16220,14420,14040,14680,16070,17140,17800,19990,23090,27580,30930,34150,32460,33300,35520,42370,45320,43090,38850,33170,29800,29390,32230,31510,
Bhutan,BTN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,270,250,280,280,330,470,520,550,560,480,450,420,450,460,510,550,530,560,700,750,810,910,1030,1200,1330,1640,1770,1860,2040,2240,2390,2410,2460,2520,2650,2800,2970,3150,2840,
Botswana,BWA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,80,80,90,90,100,100,120,140,160,200,260,350,440,520,540,580,690,890,1110,1340,1290,1170,1090,1070,1150,1340,1980,2320,2720,3070,3270,3330,2960,3260,3180,3330,3210,3150,3170,3260,2930,3370,3920,4930,5440,5730,5740,5330,5610,6610,7250,7570,7700,6780,6950,7050,7510,7510,6640,
Central African Republic,CAF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,80,80,80,90,90,100,100,110,110,110,120,140,170,190,210,240,280,310,360,350,340,270,270,290,340,420,490,490,480,480,470,450,370,350,300,300,280,280,260,260,250,260,300,340,350,380,420,480,510,530,570,380,390,400,410,440,490,520,500,
Canada,CAN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21210,22620,23030,23610,25860,29900,34810,38510,43090,45650,43230,44490,47190,51080,52800,52200,47590,43890,42900,45080,46540,43540,
Central Europe and the Baltics,CEB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.136191,2442.070212,2718.023431,3176.010106,3629.761898,3828.063718,3868.294403,3914.344083,4089.159343,4169.795032,4429.580759,5188.468895,6381.533176,7741.50836,8871.061136,10310.35093,12410.74413,12770.63529,12820.35001,12940.8081,13086.74571,13429.64471,13566.64458,13254.52852,12863.93696,13085.33328,14661.74907,15928.31595,15794.58002,
Switzerland,CHE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46740,49730,49340,46200,44280,44680,42110,40760,46780,55200,63080,65590,64480,65260,72470,79850,82280,87770,91700,89400,87960,84420,81880,83280,84260,82620,
Channel Islands,CHI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42510,41460,40720,43340,50340,56280,60750,66220,,,,,,,,,,,,,,
Chile,CHL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,580,630,670,670,750,760,780,830,880,1060,1150,1360,1650,1150,1010,1060,1360,1790,2300,2780,2280,1820,1590,1430,1470,1660,1930,2200,2350,2600,3120,3440,3730,4420,5070,5590,5490,5120,5060,4800,4540,4510,5190,6210,7340,8690,10050,9950,10750,12190,14270,15160,14940,14130,13370,13270,14550,14990,13470,
China,CHN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,70,80,90,100,110,100,90,110,120,130,130,160,180,200,190,190,200,210,220,220,220,220,250,290,310,320,330,320,330,350,390,420,470,540,650,750,800,860,940,1010,1110,1280,1510,1760,2060,2510,3100,3680,4340,5040,5910,6740,7470,7890,8210,8670,9540,10310,10550,
Cote d'Ivoire,CIV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,160,180,220,210,230,240,270,280,300,300,320,380,480,600,680,780,950,1130,1160,1130,960,720,660,640,730,810,910,830,780,760,780,750,680,700,540,670,760,730,650,600,570,630,770,930,940,970,1090,1190,1230,1110,1240,1350,1450,2050,2050,2030,2180,2290,2280,
Cameroon,CMR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,110,130,160,160,170,190,220,280,360,340,340,520,640,640,800,780,700,720,780,950,1110,1180,1080,970,900,930,950,850,830,740,760,740,730,700,670,670,790,990,1100,1160,1200,1310,1410,1400,1420,1420,1480,1540,1500,1440,1390,1490,1540,1520,
"Congo, Dem. Rep.",COD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,150,130,120,120,110,130,140,190,170,190,200,230,260,290,300,320,340,380,410,440,460,470,460,500,530,550,
"Congo, Rep.",COG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,150,150,160,170,180,190,200,220,220,230,270,340,420,500,480,450,490,610,830,1090,1220,1080,1060,990,980,1050,930,940,930,960,1060,910,760,480,470,590,580,490,570,630,670,700,770,1120,1600,1700,2140,2480,2750,2710,3500,3740,3990,3090,2210,1700,1790,1810,1770,
Colombia,COL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,280,280,310,310,320,300,300,320,330,360,390,460,550,590,620,690,850,1060,1250,1350,1330,1280,1280,1210,1220,1240,1300,1250,1330,1380,1560,1740,2050,2350,2540,2660,2570,2330,2340,2330,2370,2370,2620,3000,3500,4130,4710,5130,5620,6310,7290,7950,8200,7330,6460,5930,6260,6570,5790,
Comoros,COM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,660,590,550,550,620,780,960,930,980,950,1100,1080,870,850,780,790,730,700,730,700,680,790,950,1090,1130,1170,1290,1370,1380,1410,1420,1490,1490,1380,1320,1280,1370,1380,1400,
Cabo Verde,CPV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,510,470,450,450,510,650,840,900,900,910,1040,1190,1300,1410,1350,1350,1330,1370,1410,1350,1300,1520,1900,2160,2300,2820,3300,3480,3400,3510,3440,3490,3360,3210,3130,3080,3400,3630,3060,
Costa Rica,CRI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,360,350,350,370,390,410,440,470,520,570,630,760,880,970,1050,1250,1480,1740,1950,1420,1020,940,1110,1240,1440,1600,1650,1660,1750,1950,2350,2740,2980,3180,3240,3350,3400,3460,3570,3670,3770,4030,4380,4640,5060,5680,6410,6540,7260,8090,9280,9930,10350,10700,11100,11500,11970,12090,11530,
Caribbean small states,CSS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,480.0740855,519.9587844,564.0291955,607.2548387,609.5463319,644.4086155,671.6097408,702.8704887,754.8425925,798.1066916,947.4592633,1050.671806,1240.404002,1570.002013,1596.561249,1722.267867,1877.649201,2073.892456,2388.112233,2655.213718,2823.764254,2704.695211,2636.639208,2589.868522,2514.413987,2578.844502,2793.643546,2831.830264,2827.079893,2817.759153,2919.37419,2966.657771,3003.834518,3368.498563,3666.297051,3834.139238,4025.713431,4537.009247,4871.156171,4987.988631,5193.794467,5657.494966,6289.929926,6845.223454,7585.6137,8296.415602,9201.019888,8842.138594,8956.417816,8807.163771,9483.192899,9873.899406,9873.800475,9851.591451,9366.836402,9312.596593,9617.879122,9996.385831,8875.085909,
Cuba,CUB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,850,1040,1240,1500,1550,1600,1790,1990,2140,2430,2340,2180,2310,2310,2390,2490,2780,2750,2650,2340,2130,1870,2140,2550,2710,2500,2240,2400,2620,2760,2820,3100,3490,3960,4530,5000,5460,5520,5610,5930,6280,6640,6840,7230,7480,7950,8630,,,
Curacao,CUW,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20580,20460,20210,19680,19610,20090,20370,17150,
Cayman Islands,CYM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70220,71050,49570,44030,42930,44380,45880,52840,59380,68200,64000,
Cyprus,CYP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,1520,1800,2400,3390,4050,4490,4220,4360,4480,5020,6300,7910,8570,9300,9460,11020,10970,11680,12810,13880,14280,15490,14340,14180,14170,14510,16710,20260,23990,25600,27340,31970,32780,32040,32550,29680,27830,26530,26010,24720,24960,27330,28600,26440,
Czech Republic,CZE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360,3500,4170,5150,5980,6160,6110,6110,6340,6350,6650,8110,10260,12480,14000,15850,18510,18840,19400,19460,19440,19410,18900,18370,17670,18310,20560,22110,22070,
Germany,DEU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,3600,4670,5800,6720,7130,7670,8870,11050,13010,12540,11120,10020,9880,9840,11240,14240,18620,19760,21300,22890,25810,25990,27530,29520,30860,30140,27950,26840,26180,24770,23680,26140,31670,35770,38270,40470,43650,43660,44680,47320,46560,47220,47640,45780,44280,43760,47470,49190,47520,
Djibouti,DJI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,2640,2730,3010,3310,3310,
Dominica,DMA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,710,960,1160,1210,1220,1330,1480,1790,2170,2560,2600,2810,2960,3200,3410,3490,3720,3890,4010,4200,4200,4220,4470,4270,4680,4950,5050,5490,5760,6340,6520,6730,6920,6850,6700,7740,6880,7320,7070,7700,8250,7270,
Denmark,DNK,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,2870,3140,3310,3670,4310,5580,6800,8080,8960,9780,11170,13560,15090,14180,12860,11710,11520,11840,14070,17760,22130,23050,24370,25540,28700,28570,30360,32560,34770,35150,33460,33060,32580,31410,30850,34750,42640,49610,53540,55740,60390,60090,61220,61990,61650,63200,63670,60510,58040,56690,61260,63460,63010,
Dominican Republic,DOM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,220,240,260,230,250,250,250,280,340,370,430,520,610,710,780,830,900,1030,1140,1210,1240,1240,1300,1100,1030,940,920,910,870,1040,1360,1620,1750,1960,2170,2360,2450,2540,2680,2740,2890,2640,2560,3040,3640,4430,4760,4920,5330,5540,5790,6030,6330,6580,6860,7090,7780,8100,7260,
Algeria,DZA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,190,230,240,250,230,250,280,310,330,320,440,530,710,910,1060,1100,1320,1640,1990,2200,2260,2190,2270,2400,2590,2810,2750,2550,2370,1980,1900,1730,1620,1550,1520,1510,1540,1530,1590,1670,1730,1930,2250,2710,3110,3600,4210,4290,4470,4600,5200,5520,5490,4850,4370,3950,3980,4010,3570,
East Asia & Pacific (excluding high income),EAP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,72.57132928,78.76138365,87.18980204,98.53536153,106.4188505,100.4356061,97.43059608,109.2025273,122.1444152,125.4901737,132.4370678,159.8183433,187.1751266,217.8918004,213.4900911,226.9214795,240.7626509,265.9286257,294.1443618,311.2899699,310.923726,306.6651771,324.3875271,346.5306117,367.9717648,384.4758218,404.2418838,406.2879527,421.8491126,451.9574997,501.7708859,545.0366067,612.0137382,704.2170609,819.7471627,888.2821271,832.3306271,854.7138774,909.845566,980.9378032,1061.687312,1206.571694,1418.98868,1633.914787,1891.272332,2269.618969,2765.028628,3211.990092,3750.490387,4331.598209,5058.842975,5685.89066,6182.564578,6431.939193,6637.447164,6975.077847,7650.701874,8233.989648,8323.880237,
Early-demographic dividend,EAR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,194.3904703,200.499601,214.2400762,226.1193229,238.5981657,254.83319,304.3282549,388.7354048,468.0501302,514.3648806,528.6693802,564.6746972,656.5345324,777.1796207,877.7771748,856.8458161,796.0510011,767.3228513,766.5939632,791.6175207,828.1949368,856.1560249,824.8259515,861.0390028,902.0922097,997.4101675,1056.26494,1114.279108,1140.060682,1194.899405,1232.881443,1198.824436,1211.559074,1274.10367,1292.611896,1261.165762,1340.753057,1522.507601,1741.86174,1954.775262,2209.416127,2473.826367,2564.314011,2794.90086,3000.836995,3285.985486,3410.424922,3442.607603,3321.548637,3278.383446,3324.958068,3470.291524,3534.063576,3257.915112,
East Asia & Pacific,EAS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,143.3357339,156.6504594,174.9997392,193.6232591,212.7158109,223.6404305,242.6686826,276.3384669,306.5770904,334.5304242,392.5611864,498.6217869,604.6954796,705.8843669,731.9711547,791.8672443,934.9169288,1134.731758,1288.470152,1339.395849,1291.632573,1257.584747,1297.050512,1382.505866,1588.140346,1938.998918,2476.055904,2654.487778,2757.144686,2866.649723,3068.279486,3317.739682,3654.223661,4133.320279,4364.223013,4231.391156,3701.875846,3661.280529,3869.857316,3956.67505,3909.510262,4092.383295,4602.651516,5040.208043,5325.675157,5692.249367,6199.253781,6545.356346,7358.374011,8162.330776,9119.798294,9711.412578,9931.074686,9810.525279,9884.605275,10219.68571,11083.026,11685.84247,11745.24381,
Europe & Central Asia (excluding high income),ECA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294.438909,2167.760708,2084.926919,1870.88753,1909.453608,1922.310967,1993.438708,1839.512522,1706.789036,1791.137021,1710.850382,1869.921557,2209.114398,2906.960197,3745.930572,4645.924889,5776.036245,7072.24693,6982.424721,7477.140657,8112.179011,9316.989506,10272.95572,10174.41974,8865.335516,7746.460498,7447.889026,7868.316054,8253.21357,7914.557739,
